rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR436356","My Man A Sweet Man","millie jackson","","","","10","1972-08-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436384","Pov","ariana grande","","","","20","2020-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436549","No Flockin","kodak black","","","","1","2017-01-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436729","I Can'T Save You Interlude","metro boomin","","","","1","2022-12-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436757","Little Bitty Pretty One","clyde mcphatter","","","","8","1962-06-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436767","Lion King On Ice","j. cole","","","","2","2020-08-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436801","Hello","martin solveig","","","","20","2011-04-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436859","Sippin' On Fire","florida georgia line","","","","20","2014-10-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436860","Catch My Breath","kelly clarkson","","","","24","2012-11-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR436863","Kiss Away","ronnie dove","","","","8","1965-11-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437031","Funky Nassau Part I","The Beginning Of The End","","","","14","1971-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437100","Cornelia Street","taylor swift","","","","1","2019-09-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437135","Comin' Home Baby","mel torme","","","","11","1962-11-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437271","No","bulldog","","","","15","1972-10-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437311","Nobody But You Babe","clarence reid","","","","10","1969-08-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437336","Waited 2 Late","rod wave","","","","1","2024-10-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437462","Notice Me","nikki","","","","15","1990-04-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437545","Got To Get You Into My Life","earth, wind","","","","13","1978-07-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437688","Teenage Heaven","johnny cymbal","","","","6","1963-05-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437700","I'Ll Never Fall In Love Again","johnnie ray","","","","6","1959-09-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437742","Nights Like This","The Kid Laroi","","","","20","2024-07-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437743","Successful","drake","","","","18","2009-08-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437907","Classy 101","feid x young miko","","","","1","2023-07-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR437948","Oowee Oowee","perry como","","","","4","1965-07-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438037","Nothing Is Promised","mike will made-it x rihanna","","","","1","2016-06-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438240","You'Re The Only Love","paul hyde","","","","4","1985-05-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438244","Wake Up Next To You","graham parker","","","","12","1985-05-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438429","Bad Blood Taylor'S Version","taylor swift","","","","3","2023-11-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438527","God Bless Whoever Sent You","The Originals","","","","12","1970-12-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438539","Sittin' On A Time Bomb Waitin' For The Hurt To Come","The Honey Cone","","","","4","1972-07-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438673","Betty My Angel","jerry fuller","","","","2","1959-08-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438704","Why Can'T We Be Lovers","holland-dozier","","","","10","1972-09-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438759","Untitled How Can This Happen To Me","simple plan","","","","16","2005-05-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438764","Tears","sabrina carpenter","","","","15","2025-09-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438873","Before You Walk Out Of My Life Like This And Like That","monica","","","","28","1995-10-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR438987","I Don'T Need You","rupert holmes","","","","7","1981-04-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439354","I'M Gonna Be Alright","jennifer lopez","","","","23","2002-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439358","Devil With A Blue Dress","pratt","","","","4","1976-07-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439521","Somewhere Along The Way","steve lawrence","","","","5","1961-10-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439547","A Groovy Kind Of Love","The Mindbenders","","","","13","1966-04-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439694","Smile Living My Best Life","lil' duval","","","","19","2018-09-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439936","Come This Way","lil uzi vert","","","","1","2020-03-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439958","Release","timbaland","","","","1","2007-04-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR439960","Once A Night","jackie english","","","","4","1980-12-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440036","Pushin' Inside You From How Bout It","sons of funk","","","","2","1997-10-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440228","No More Baby I'Ma Do Right","3lw","","","","25","2000-11-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440265","Rainbow In Your Eyes","leon","","","","12","1976-06-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440280","Themes From E T The Extra Terrestrial","walter murphy","","","","9","1982-07-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440294","I'Ve Got A Rock N' Roll Heart","eric clapton","","","","16","1983-01-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440312","If You Do Believe In Love","The Tee Set","","","","4","1970-05-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440335","Cybertruck","bad bunny","","","","2","2023-10-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440364","Gotta Get You Home Tonight","eugene wilde","","","","8","1985-01-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440407","Come On Over To My Place","The Drifters","","","","5","1965-04-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440483","Things","bobby darin","","","","12","1962-07-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440552","When I Grow Up","nf","","","","1","2019-07-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440567","Summer Games","drake","","","","2","2018-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440816","Hushabye","robert john","","","","2","1972-06-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR440982","Just A Baby Boy","snoop dogg","","","","4","2001-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR441005","Go Baby","justin bieber","","","","3","2025-07-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR441143","All The Way Turnt Up","roscoe dash","","","","12","2010-02-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR441161","Run","joji","","","","1","2020-02-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR441500","Clear Da Air","moneybagg yo","","","","1","2021-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR441739","Nasty","ariana grande","","","","1","2020-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR441898","You Can'T Sit Down","The Dovells","","","","14","1963-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442010","Hey Jean Hey Dean","dean and jean","","","","8","1964-02-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442084","We Are","justin bieber","","","","1","2015-12-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442085","Suicidal","ynw melly","","","","20","2019-12-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442190","Say It Isn'T So","daryl hall undefined john oates","","","","18","1983-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442358","Yeah Boy","kelsea ballerini","","","","13","2017-03-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442372","Baby You Come Rollin' Across My Mind","The Peppermint Trolley Company","","","","10","1968-06-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442457","Don'T Let The Sun Go Down On Me","george michael/elton john","","","","20","1991-12-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442516","Jimmy Loves Maryann","josie cotton","","","","4","1984-04-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442619","Big Things Poppin' Do It","t.i","","","","19","2007-06-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442673","Everybody Loves A Rain Song","b.j. thomas","","","","8","1978-01-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442915","Hushabye","jay","","","","7","1969-05-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR442962","All These Things","The Uniques","","","","2","1966-07-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443115","My Shoes Keep Walking Back To You","guy mitchell","","","","10","1960-07-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443142","Time'S Up","jadakiss","","","","8","2004-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443155","Serenade","shades","","","","7","1997-07-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443218","Ain'T No Stopping Us Now","kane brown","","","","1","2016-07-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443240","Helium","sia","","","","1","2017-03-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443301","Let'S Have A Party","wanda jackson","","","","10","1960-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443391","Who Loves You Better Part 1","The Isley Brothers","","","","7","1976-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443400","Happy Xmas War Is Over","john","","","","6","2018-12-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443448","I Really Love You","dee dee sharp","","","","7","1965-11-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443515","I'Ll Just Have A Cup Of Coffee Then I'Ll Go","claude gray","","","","2","1961-04-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443524","Paper Cup","The 5th Dimension","","","","7","1967-11-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443642","The Hucklebuck","chubby checker","","","","13","1960-10-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443738","Banking On Me","gunna","","","","10","2022-03-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443740","Lost","linkin park","","","","2","2023-02-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443755","Dogtooth","tyler, the creator","","","","4","2023-04-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443765","Dare","gorillaz","","","","5","2006-01-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443810","All To Myself","future, metro boomin","","","","1","2024-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443833","Never Sleep","nav, travis scott","","","","3","2022-08-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443858","The Truth","tami show","","","","13","1991-08-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443868","When You'Re Young And In Love","The Marvelettes","","","","10","1967-04-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443904","Hopeless Wanderer","mumford","","","","1","2013-08-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443930","You Never Miss Your Water Till The Well Runs Dry","little esther phillips","","","","2","1963-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR443969","American Dream","simon f","","","","2","1987-10-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444059","Promises","nero","","","","10","2012-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444174","Blinding Lights","The Weeknd","","","","90","2019-12-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444236","Classic Man","jidenna","","","","21","2015-05-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444257","Time Kills Love Birds","rod wave","","","","1","2022-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444264","500Lbs","lil tecca","","","","20","2023-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444306","A Little Party Never Killed Nobody All We Got","fergie, q-tip","","","","2","2013-06-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444435","Beautiful People","chris brown","","","","4","2011-09-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444561","The Wedding Cake","connie francis","","","","4","1969-03-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444588","Invisible","ashlee simpson","","","","4","2006-08-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444688","Do You Love Me","The Contours","","","","34","1962-08-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444692","Who Else But You","frankie avalon","","","","2","1961-05-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444737","Back Together Again","daryl hall undefined john oates","","","","10","1977-05-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444796","Chillin' Like A Villain","sofia carson, cameron boyce, booboo stewart","","","","1","2017-08-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444848","Hey Now Girls Just Want To Have Fun","cyndi lauper","","","","5","1995-09-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444913","Fireman","lil wayne","","","","17","2005-11-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444941","All I Have","The Moments","","","","9","1970-11-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR444997","Your Daddy Don'T Know","toronto","","","","8","1982-08-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445078","Monterey","eric burdon","","","","9","1967-12-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445091","Pony With The Golden Mane","every mothers' son","","","","2","1967-11-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445178","Heartless","The Weeknd","","","","23","2019-12-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445203","Wild Life","jack","","","","1","2014-08-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445257","Clock Strikes","timbaland","","","","14","1998-05-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445344","Get Ugly","lil baby","","","","1","2020-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445371","The Lady Of My Heart","jack wagner","","","","8","1985-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445423","Showdown","odia coates","","","","6","1975-03-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445462","Slipstream","allan clarke","","","","4","1980-05-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445474","The More You Do It The More I Like It Done To Me","ronnie dyson","","","","12","1976-07-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445535","Wasted","juice wrld","","","","6","2018-07-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445556","Moon","kanye west","","","","5","2021-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445560","Marlena","The 4 Seasons","","","","8","1963-07-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445589","Never Stop","future","","","","1","2019-02-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445621","Whole Lotta Money","bia","","","","17","2021-07-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445642","I'M Just A Country Boy","george mccurn","","","","8","1963-03-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445723","We'Re Ready","boston","","","","15","1986-12-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445731","Freak Out","nutta butta","","","","11","1998-06-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445818","Fortnight","taylor swift","","","","21","2024-05-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445854","Big Boat","peter, paul","","","","2","1962-12-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR445897","Could Heaven Ever Be Like This Part 1","idris muhammad","","","","2","1977-10-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446116","Kant Nobody","lil wayne","","","","1","2023-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446209","Nothing'S Too Good For My Baby","stevie wonder","","","","7","1966-04-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446250","Clique","kanye west, jay-z, big sean","","","","22","2012-09-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446332","Don'T Go Near The Eskimos","ben colder","","","","6","1962-11-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446342","Lost Forever","travis scott","","","","1","2023-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446367","Stronger Than Before","carole bayer sager","","","","13","1981-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446395","Enough Is Enough","post malone","","","","1","2023-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446475","Don'T Stop Now Since I Don'T Have You","eddie holman","","","","8","1970-04-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446539","You'Re Losing Me From The Vault","taylor swift","","","","7","2023-12-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446631","Grover Henson Feels Forgotten","bill cosby","","","","3","1970-05-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446681","Happy Xmas War Is Over","The Fray","","","","2","2006-12-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446740","Twilight Zone Twilight Tone","The Manhattan Transfer","","","","12","1980-04-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446741","Shake That","eminem featuring nate dogg","","","","1","2006-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446812","Queen Of My Heart","rene and ray","","","","3","1962-06-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446848","Mercy Mercy Me The Ecology I Want You","robert palmer","","","","17","1991-02-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446854","Union Man","cate bros","","","","20","1976-02-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446879","Man Size Love From Running Scared","klymaxx","","","","15","1986-07-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR446920","Red River Rock","johnny and the hurricanes","","","","17","1959-08-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447062","Kansas City","hank ballard and the midnighters","","","","7","1959-05-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447083","Midnighter","The Champs","","","","1","1958-08-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447089","All My Life","future, metro boomin","","","","1","2024-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447215","Eyes Are Closed","morgan wallen","","","","7","2025-05-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447327","Mary'S Prayer","danny wilson","","","","20","1987-06-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447430","Nick Teen And Al K Hall","rolf harris","","","","1","1963-09-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447529","You'Re All I Need To Get By","johnny mathis","","","","8","1978-07-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447585","People World","jim","","","","3","1968-02-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447698","Every Chance I Get","dj khaled","","","","20","2021-05-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447765","Can You Feel The Beat","lisa lisa and cult jam","","","","20","1985-11-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447814","Pain Part I","ohio players","","","","8","1971-12-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447942","Don'T Give Up","peter gabriel/kate bush","","","","6","1987-04-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR447943","We Don'T Trust You","future","","","","4","2024-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448058","Dream About You Funky Melody","stevie b","","","","23","1995-02-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448136","Just A Little Misunderstanding","The Contours","","","","2","1966-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448138","3001","j. cole","","","","1","2024-04-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448152","All Night Parking Interlude","adele","","","","1","2021-12-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448364","Nail Tech","jack harlow","","","","12","2022-03-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448424","Coffee Shop","yung joc","","","","1","2007-09-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448448","Bad One","eminem","","","","1","2024-07-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448475","Don'T Need Friends","nav","","","","1","2020-11-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448476","Dadz Love","justin bieber","","","","1","2025-07-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448550","Why Do Fools Fall In Love","The Happenings","","","","6","1967-09-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448618","Lonely Blue Nights","rosie","","","","4","1961-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448629","Hollywood","rufus","","","","8","1977-05-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448646","Amapola","jacky noguez and his orchestra","","","","6","1960-01-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448763","The Lonely Bull El Solo Torro","herb alpert and tijuana brass","","","","14","1962-10-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448854","Shake Me I Rattle Squeeze Me I Cry","marion worth","","","","8","1962-12-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448873","Don'T Leave Me Starvin' For Your Love Part 1","holland-dozier","","","","6","1973-01-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR448883","Toes","dababy","","","","13","2019-10-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449012","My Lucky Love","doug franklin","","","","4","1958-09-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449020","Flowers","lauren spencer smith","","","","5","2022-04-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449054","Splackavellie","pressha","","","","14","1998-09-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
