fileArtist,fileTitle,currentRvtr,proposedRvtr,currentIdentity,proposedIdentity,confidence,simulatedBucket,containmentScore,filePath
Brandy & Monica,The Boy Is Mine,RVTR244481,RVTR253202,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Brandy & Monica - The Boy Is Mine.mp4
"Earth, Wind & Fire",Let's Groove,RVTR452967,RVTR226885,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Earth, Wind & Fire - Let's Groove.mp4"
Moody Blues,Go Now,RVTR393833,RVTR643323,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Moody Blues - Go Now Hullabaloo.mp4
Daniel Boone,Beautiful Sunday (1996) HD 0815007,RVTR271828,RVTR040819,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Daniel Boone - Beautiful Sunday.mp4
Bee Gees,Lonely Days (Live),RVTR955298,RVTR728658,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Bee Gees - Lonely Days (Live).mp4
Toni Braxton,Unbreak My Heart,RVTR385266,RVTR867864,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Toni Braxton - Unbreak My Heart.mp4
Flo Rida & Will.I.Am,In The Ayer,RVTR516600,RVTR425618,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Flo Rida & Will.I.Am - In The Ayer.mp4
Ben E. King,Stand By Me (Lyrics),RVTR821294,RVTR430551,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Ben E. King - Stand By Me (Lyrics).mp4
Captain & Tennille,Shop Around,RVTR010196,RVTR822616,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Captain & Tennille - Shop Around.mp4
Bon Jovi,This Ain t A Love Song,RVTR569953,RVTR636324,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Bon Jovi - This Ain t A Love Song.mp4
Lauv & Troye Sivan,I'm So Tired...,RVTR130703,RVTR566251,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lauv & Troye Sivan - I'm So Tired.mp4
Young Jeezy & R. Kelly,Go Getta,RVTR321242,RVTR655541,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Young Jeezy & R. Kelly - Go Getta.mp4
SKRILLEX,Bangarang feat. Sirah,RVTR180521,RVTR763539,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/SKRILLEX feat. Sirah - Bangarang.mp4
J. Cole Ft. Miguel,Power Trip,RVTR788981,RVTR454571,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/J. Cole feat. Miguel - Power Trip.mp4
Johnny Cash,Ring Of Fire (1970'S),RVTR040027,RVTR910671,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Johnny Cash - Ring Of Fire (1970'S).mp4
Paul Revere & The Raiders,Kicks,RVTR416454,RVTR178349,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Paul Revere & The Raiders - Kicks.mp4
Emerson Lake & Palmer,Lucky Man,RVTR331641,RVTR751841,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Emerson Lake & Palmer - Lucky Man.mp4
Harry Chapin,Cats in the Cradle,RVTR138514,RVTR886880,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Harry Chapin - Cats in the Cradle.mp4
Jeremih,Birthday Sex Radio Mix,RVTR874045,RVTR268566,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Jeremih - Birthday Sex Radio Mix.mp4
Young Rascals,How Can I Be Sure,RVTR156370,RVTR216901,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Young Rascals - How Can I Be Sure.mp4
Ke$Ha Ft. Will.I.Am,Crazy Kids,RVTR624194,RVTR394630,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ke$Ha feat. Will.I.Am - Crazy Kids.mp4
The Beach Boys,In My Room (Live),RVTR094397,RVTR064157,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - In My Room (Live).mp4
The Animals,Inside Looking Out,RVTR312580,RVTR312581,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - Inside Looking Out.mp4
Jackson 5,ABC (Ed Sullivan Show),RVTR139481,RVTR998338,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Jackson 5 - ABC (Ed Sullivan Show).mp4
Drake,Headlines (CLEAN VERSION),RVTR660001,RVTR078100,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Drake - Headlines (CLEAN VERSION).mp4
Booker T & The MG's,Green Onions,RVTR196584,RVTR022688,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Booker T & The MG's - Green Onions.mp4
The Moody Blues,Ride My See Saw,RVTR822658,RVTR822659,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Moody Blues - Ride My See Saw.mp4
Michael Jackson,Thriller (Edit),RVTR318855,RVTR336241,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Michael Jackson - Thriller (Edit).mp4
Electric Light Orchestra,Four Little Diamonds (Live),RVTR268556,RVTR737128,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/ELO - Four Little Diamonds (Live).mp4
Future Ft. Drake,Used To This,RVTR074886,RVTR491446,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Future feat. Drake - Used To This.mp4
The Turtles,You Showed Me Live,RVTR476788,RVTR424363,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Turtles - You Showed Me Live.mp4
Mazzy Star,Fade Into You (Live),RVTR279433,RVTR092283,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Mazzy Star - Fade Into You (Live).mp4
Right Said Fred,I'm Too Sexy 2007,RVTR862914,RVTR595832,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Right Said Fred - I'm Too Sexy 2007.mp4
Doors,Riders On The Storm (Mix),RVTR917782,RVTR313371,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Doors - Riders On The Storm (Mix).mp4
Marshmello & Anne-Marie,Friends,RVTR377810,RVTR272289,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Marshmello & Anne-Marie - Friends.mp4
Donny Osmond,Puppy Love (TOTP),RVTR134763,RVTR192128,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Donny Osmond - Puppy Love (TOTP).mp4
Sugarhill Gang,Rappers Delight,RVTR596167,RVTR234403,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Sugarhill Gang - Rappers Delight.mp4
Lil Wayne Ft. Drake,Believe Me,RVTR187820,RVTR677111,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lil Wayne feat. Drake - Believe Me.mp4
Santana With Rob Thomas,Smooth,RVTR626588,RVTR169653,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Santana With Rob Thomas - Smooth.mp4
"Emerson, Lake & Palmer",Lucky Man,RVTR331641,RVTR751841,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Emerson, Lake & Palmer - Lucky Man.mp4"
Amii Stewart,Knock On Wood (2014),RVTR758114,RVTR978976,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Amii Stewart - Knock On Wood (2014).mp4
All American Rejects,Move Along,RVTR700052,RVTR929815,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - Move Along.mp4
Cyndi Lauper,True Colors (Live),RVTR838856,RVTR994879,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Cyndi Lauper - True Colors (Live).mp4
Simon & Garfunkel,Mrs. Robinson,RVTR804164,RVTR556212,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Simon & Garfunkel - Mrs. Robinson.mp4
"Earth, Wind & Fire",Shinning Star,RVTR357318,RVTR094386,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Earth, Wind & Fire - Shinning Star.mp4"
Destiny's Child,"No, No, No Part 2",RVTR900008,RVTR915732,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Destiny's Child - No, No, No Part 2.mp4"
The Beach Boys,Barbara Ann (Live),RVTR441039,RVTR315867,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - Barbara Ann (Live).mp4
21 Savage & Metro Boomin,No Heart,RVTR299289,RVTR194068,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/21 Savage & Metro Boomin - No Heart.mp4
Andy Kim,Rock Me Gently (Movies),RVTR173040,RVTR808142,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Andy Kim - Rock Me Gently (Movies).mp4
Chuck Berry,My Ding A Ling (Live),RVTR434907,RVTR923020,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Chuck Berry - My Ding A Ling (Live).mp4
"Crosby, Stills & Nash",Woodstock,RVTR656046,RVTR376269,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Crosby, Stills & Nash - Woodstock.mp4"
Gary Wright,Love Is Alive (Live),RVTR932513,RVTR923611,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Gary Wright - Love Is Alive (Live).mp4
Rob Base & DJ EZ Rock,Joy And Pain,RVTR773650,RVTR260326,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rob Base & DJ EZ Rock - Joy And Pain.mp4
Fergie Ft. Ludacris,Glamorous,RVTR374544,RVTR297224,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Fergie feat. Ludacris - Glamorous.mp4
"J Balvin, Willy William",Mi Gente,RVTR056651,RVTR914641,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/J Balvin, Willy William - Mi Gente.mp4"
Flaming Lips,She Don't Use Jelly,RVTR168717,RVTR787463,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Flaming Lips - She Don't Use Jelly.mp4
B.B. King,The Thrill Is Gone  (1989),RVTR535986,RVTR712644,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/B.B. King - The Thrill Is Gone  (1989).mp4
Taylor Swift,You Belong With Me,RVTR745436,RVTR757153,hot100_vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Taylor Swift - You Belong With Me.mp4
Chubby Checker,Let's Twist Again (Dancing),RVTR280964,RVTR250867,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Chubby Checker - Let's Twist Again.mp4
"Pitbull, Ne-Yo",Time Of Our Lives,RVTR237128,RVTR921917,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Pitbull, Ne-Yo - Time Of Our Lives.mp4"
Eminem feat. Rihanna,The Monster,RVTR714456,RVTR424385,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Eminem feat. Rihanna - The Monster.mp4
Kip Moore,Somethin' Bout A Truck,RVTR632397,RVTR721564,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Kip Moore - Somethin' Bout A Truck.mp4
Keith Sweat,Dont Stop Your Love,RVTR309082,RVTR678503,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Keith Sweat - Dont Stop Your Love.mp4
Katy Perry,The One That Got Away,RVTR349082,RVTR632199,hot100_vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Katy Perry - The One That Got Away.mp4
Fat Boys & The Beach Boys,Wipeout,RVTR070662,RVTR776898,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Fat Boys & The Beach Boys - Wipeout.mp4
Disclosure Ft. Sam Smith,Latch,RVTR794676,RVTR883610,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Disclosure feat. Sam Smith - Latch.MP4
Selena Gomez & The Scene,Who Says,RVTR432631,RVTR582902,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Selena Gomez & The Scene - Who Says.mp4
The Zombies,Tell Her No (Shindig),RVTR316965,RVTR413926,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Zombies - Tell Her No (Shindig).mp4
Annie Lennox,No More I Love Yous,RVTR046215,RVTR673817,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Annie Lennox - No More I Love Yous.mp4
Hootie & The Blowfish,Let Her Cry,RVTR939014,RVTR672268,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Hootie & The Blowfish - Let Her Cry.mp4
Fabolous Ft. Chris Brown,Ready,RVTR530630,RVTR728325,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Fabolous feat. Chris Brown - Ready.mp4
Pop Smoke,Demeanor feat. Dua Lipa,RVTR346052,RVTR341067,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Pop Smoke feat. Dua Lipa - Demeanor.mp4
David Bowie,Young Americans (1975),RVTR255104,RVTR032868,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/David Bowie - Young Americans (1975).mp4
Jason Mraz & Colbie Caillat,Lucky,RVTR623074,RVTR275215,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Jason Mraz & Colbie Caillat - Lucky.MP4
Charles & Eddie,Would I Lie To You,RVTR327397,RVTR046693,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Charles & Eddie - Would I Lie To You.mp4
Nicki Minaj,Starships (Explicit),RVTR294168,RVTR873772,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Nicki Minaj - Starships (Explicit).mp4
REM,What's The Frequency Kenneth,RVTR951403,RVTR339551,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/REM - What's The Frequency Kenneth.mp4
Blue Cheer,Summertime Blues (1968),RVTR026597,RVTR090177,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Blue Cheer - Summertime Blues (1968).mp4
Flo Rida feat. Wil I Am,In The Ayer,RVTR897213,RVTR425618,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Flo Rida feat. Wil I Am - In The Ayer.mp4
Taking Back Sunday,Make Damn Sure,RVTR525405,RVTR869407,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Taking Back Sunday - Make Damn Sure.mp4
Depeche Mode,Personal Jesus (Mix),RVTR129184,RVTR718018,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Depeche Mode - Personal Jesus (Mix).mp4
"The Kid Laroi, Justin Bieber",Stay,RVTR915946,RVTR942384,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/The Kid Laroi, Justin Bieber - Stay.mp4"
"Blood, Sweat & Tears",And When I Die,RVTR990821,RVTR243326,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Blood, Sweat & Tears - And When I Die.mp4"
Rihanna & Justin Timberlake,Rehab,RVTR394649,RVTR026692,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Rihanna & Justin Timberlake - Rehab.mp4
Rascal Flatts,Here Comes Good Bye,RVTR432899,RVTR428387,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Rascal Flatts - Here Comes Good Bye.mp4
The Manhattans,Shining Star live,RVTR989649,RVTR215591,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Manhattans - Shining Star live.mp4
"Lady Gaga, Bradley Cooper",Shallow,RVTR529245,RVTR002847,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lady Gaga, Bradley Cooper - Shallow.mp4"
Donovan,Sunshine Superman  (Live),RVTR243203,RVTR126301,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Donovan - Sunshine Superman (Live).mp4
Johnny Rivers,Memphis Tennessee,RVTR208112,RVTR010569,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Johnny Rivers - Memphis Tennessee.mp4
Siouxsie & The Banshees,Peek A Boo,RVTR210480,RVTR390959,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Siouxsie & The Banshees - Peek A Boo.mp4
"Dj Khaled Ft. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,RVTR754235,RVTR068313,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Dj Khaled feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross - Do You Mind.mp4"
Chaka Khan,What Cha Gonna Do For Me,RVTR959648,RVTR282175,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Chaka Khan - What Cha Gonna Do For Me.mp4
Eric Church,The Outsiders Lyrics,RVTR425984,RVTR826198,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Eric Church - The Outsiders Lyrics.mp4
The Rolling Stones,Paint It Black,RVTR265288,RVTR265289,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Rolling Stones - Paint It Black.mp4
Martin Solveig & Dragonette,Hello,RVTR293316,RVTR436801,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Martin Solveig & Dragonette - Hello.mp4
Offspring,"You're Gonna Go Far, Kid",RVTR024389,RVTR668795,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Offspring - You're Gonna Go Far, Kid.mp4"
Elvis Presley,Burning Love (Live),RVTR018226,RVTR653496,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Presley - Burning Love (Live).mp4
"Emerson, Lake & Palmer",Touch and Go,RVTR957155,RVTR504014,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Emerson, Lake & Palmer - Touch and Go.mp4"
Maddie & Tae,Girl In A Country Song,RVTR938063,RVTR259860,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Maddie & Tae - Girl In A Country Song.mp4
Eric Clapton,Lay Down Sally (Live),RVTR557145,RVTR255081,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Eric Clapton - Lay Down Sally (Live).mp4
Bad Company,Feel Like Makin Love 1975,RVTR037683,RVTR918814,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bad Company - Feel Like Makin Love 1975.mp4
Ariana Grande Ft. Zedd,Break Free,RVTR116371,RVTR855338,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ariana Grande feat. Zedd - Break Free.MP4
Bob Dylan,Knockin On Heaven's Door,RVTR216853,RVTR279770,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bob Dylan - Knockin On Heaven's Door.mp4
Marshmello Ft. Bastille,Happier,RVTR098188,RVTR077136,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Marshmello feat. Bastille - Happier.mp4
Christina Aguilera,Lady Marmalade,RVTR027473,RVTR935708,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Christina Aguilera - Lady Marmalade.mp4
Marshall Tucker Band,Can't You See,RVTR478043,RVTR569553,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Marshall Tucker Band - Can't You See.mp4
Beyonce,Countdown (CLEAN VERSION),RVTR133694,RVTR528063,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Beyonce - Countdown (CLEAN VERSION).mp4
Maddie & Tae,Die From A Broken Heart,RVTR818884,RVTR059824,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Maddie & Tae - Die From A Broken Heart.mp4
Paul Young,Every Time You Go Away,RVTR775543,RVTR216638,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Paul Young - Every Time You Go Away.mp4
Florence & The Machine,Shake It Out,RVTR536978,RVTR260090,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Florence & The Machine - Shake It Out.mp4
The Weeknd Ft. Daft Punk,Starboy,RVTR768881,RVTR202830,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Weeknd feat. Daft Punk - Starboy.mp4
The McCoys,Hang On Sloopy (Lyrics),RVTR460680,RVTR888414,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The McCoys - Hang On Sloopy (Lyrics).mp4
Queen & David Bowie,Under Pressure,RVTR464333,RVTR604921,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Queen & David Bowie - Under Pressure.mp4
Phil Collins,A Groovy Kind Of Love,RVTR876210,RVTR724452,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Phil Collins - A Groovy Kind Of Love.mp4
Eagles,Hotel California (Live)(2010),RVTR020583,RVTR740340,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Eagles - Hotel California (2010) (Live).mp4
The Mamas & The Papas,Monday Monday,RVTR353302,RVTR275888,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Mamas & The Papas - Monday Monday.mp4
Dr. Dre feat. Snoop Dogg,Still D.R.E,RVTR913761,RVTR266245,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Dr. Dre feat. Snoop Dogg - Still D.R.E.mp4
Kool & The Gang,Hollywood Swinging,RVTR237887,RVTR896583,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Kool & The Gang - Hollywood Swinging.mp4
Trey Songz,I Invented Sex/Say Aah,RVTR800508,RVTR960939,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Trey Songz - I Invented Sex_Say Aah.mp4
Will.I.Am & Nicki Minaj,Check It Out,RVTR605045,RVTR183440,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Will.I.Am & Nicki Minaj - Check It Out.mp4
Journey,Feeling That Way & Anytime,RVTR011908,RVTR712105,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Journey - Feeling That Way & Anytime.mp4
The Babys,Everytime I Think Of You,RVTR975806,RVTR247219,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Babys - Everytime I Think Of You.mp4
Terror Squad ft Dre,Take Me Home,RVTR908994,RVTR152167,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Terror Squad feat. Dre - Take Me Home.mp4
Bee Gees,How Deep Is Your Love (1977),RVTR298012,RVTR148782,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bee Gees - How Deep Is Your Love (1977).mp4
Mungo Jerry,In The Summertime(2011),RVTR350463,RVTR219284,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Mungo Jerry - In The Summertime(2011).mp4
Luis Fonsi ft. Daddy Yankee,Despacito,RVTR586266,RVTR787996,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Luis Fonsi, Daddy Yankee - Despacito.mp4"
Christina Aguilera & Redman,Dirrty,RVTR216883,RVTR101758,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Christina Aguilera & Redman - Dirrty.mp4
The Weeknd,Die For You [Dustin Que,RVTR724112,RVTR267998,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Weeknd - Die For You [Dustin Que.mp4
"Shawn Mendes, Tainy",Summer Of Love,RVTR692562,RVTR981696,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Shawn Mendes, Tainy - Summer Of Love.mp4"
Clean Bandit feat. Demi Lovato,Solo,RVTR054869,RVTR576676,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Clean Bandit feat. Demi Lovato - Solo.mp4
Donna Summer,I Feel Love (VJ's Edit),RVTR431047,RVTR677504,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Donna Summer - I Feel Love (VJ's Edit).mp4
"Zedd, Maren Morris, Grey",The Middle,RVTR076493,RVTR206538,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Zedd, Maren Morris, Grey - The Middle.mp4"
Bee Gees,You Should Be Dancing (Mix),RVTR302278,RVTR594397,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bee Gees - You Should Be Dancing (Mix).mp4
"Nelly, Florida Georgia Line",Lil Bit,RVTR900280,RVTR378928,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Nelly, Florida Georgia Line - Lil Bit.mp4"
"Jessie Murph, Jelly Roll",Wild Ones,RVTR737148,RVTR467088,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Jessie Murph, Jelly Roll - Wild Ones.mp4"
