VirtualDJ file path,Artist,Title,proposed RVTR,candidate count,disposition,exact evidence,safe-to-auto-assign
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Kid Rock - Feel Like Makin' Love.mp4,Kid Rock,Feel Like Makin' Love,RVTR041069,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR041069); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Bon Jovi - All About Lovin' You.mp4,Bon Jovi,All About Lovin' You,RVTR415214,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR415214); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Miranda Lambert - Somethin' Bad.mp4,Miranda Lambert,Somethin' Bad,RVTR020581,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR020581); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Kenny Rogers - Just Dropped In.mp4,Kenny Rogers,Just Dropped In (Big Lebowski),RVTR505544,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR505544); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Orbison - Oh, Pretty Woman.mp4",Roy Orbison,"Oh, Pretty Woman",RVTR111752,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR111752); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Eric Clapton - My Father's Eyes.mp4,Eric Clapton,My Father's Eyes,RVTR892801,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR892801); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Jennifer Lopez - Let's Get Loud.mp4,Jennifer Lopez,Let's Get Loud,RVTR871673,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR871673); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Steve Earle - Even When I m Blue.mp4,Steve Earle,Even When I m Blue.,RVTR664806,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR664806); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Chuck Berry - You Can't Catch Me.mp4,Chuck Berry,You Can't Catch Me,RVTR937487,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR937487); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Roy Clark - Roy's Guitar Boogie.mp4,Roy Clark,Roy's Guitar Boogie,RVTR479015,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR479015); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Yungblud - I Was Made For Lovin’ You.mp4,Yungblud,I Was Made For Lovin’ You,RVTR809212,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR809212); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Alabama Shakes - You Ain't Alone.mp4,Alabama Shakes,You Ain't Alone,RVTR595707,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR595707); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Back In The U.S.S.R.mp4,The Beatles,Back In The U.S.S.R,RVTR729322,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR729322); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Bo Diddley - Please Mr. Engineer.mp4,Bo Diddley,Please Mr. Engineer,RVTR083367,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR083367); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bob Marley - Roots, Rock, Reggae.mp4",Bob Marley,"Roots, Rock, Reggae",RVTR382937,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR382937); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Michael Bublé - Haven't Met You Yet.mp4,Michael Bublé,Haven't Met You Yet,RVTR481762,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR481762); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Ciara F.Missy Elliott - 1, 2 Step.mp4",Ciara F.Missy Elliott,"1, 2 Step",RVTR343069,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR343069); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Bush - Chemicals Between Us, The.mp4",Bush,"Chemicals Between Us, The",RVTR337826,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR337826); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/R.E.M. - It's The End Of The World.mp4,R.E.M.,It's The End Of The World,RVTR331253,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR331253); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/David Essex - You're In My Heart.mp4,David Essex,You're In My Heart,RVTR790585,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR790585); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sam and Dave - Hold On, I'm Coming.mp4",Sam and Dave,"Hold On, I'm Coming",RVTR297367,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR297367); deterministic filename/tag noise.,true
"/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1990's/19-Wilco - She's A Jar (1999-04-21 Irving Plaza, New York, NY) [Best Live Version!].mp4",Wilco,She's A Jar,RVTR424994,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR424994); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Don McLean - American Pie (Lyics).mp4,Don McLean,American Pie (Lyics),RVTR891825,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR891825); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Hank Williams - Hey Good Lookin'.mp4,Hank Williams,Hey Good Lookin',RVTR680786,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR680786); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rainbow - Since You've Been Gone.mp4,Rainbow,Since You've Been Gone,RVTR498546,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR498546); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Disco Tex and his sex o lettes - Get Dancin' 1974 Top of the pops live recording and remastered.mp4,Disco Tex and His Sex O Lettes,Get Dancin' ,RVTR936563,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR936563); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Tim McGraw - Like It, I Love It, I.mp4",Tim McGraw,"Like It, I Love It, I",RVTR094132,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR094132); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Shaggy - In The Summertime  (1996).mp4,Shaggy,In The Summertime  (1996),RVTR718697,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR718697); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Who - We're Not Gonna Take It.mp4,The Who,We're Not Gonna Take It,RVTR228082,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR228082); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Dangerous Toys - Teas'n, Pleas'n.mp4",Dangerous Toys,"Teas'n, Pleas'n",RVTR189254,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR189254); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/R.L. Burnside - It's Bad You Know.mp4,R.L. Burnside,It's Bad You Know,RVTR758231,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR758231); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/The Heavy - How You Like Me Now_.mp4,The Heavy,How You Like Me Now?,RVTR780652,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR780652); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Elle King - America's Sweetheart.mp4,Elle King,America's Sweetheart,RVTR374610,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR374610); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sister Rosetta Tharpe - Didn't It Rain.mp4,Sister Rosetta Tharpe,Didn't It Rain,RVTR357644,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR357644); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Faith Hill - Way You Love Me, The.mp4",Faith Hill,"Way You Love Me, The",RVTR715643,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR715643); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All Time Low - I Feel Like Dancin'.mp4,All Time Low,I Feel Like Dancin',RVTR899849,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR899849); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rod Stewart - You're In My Heart.mp4,Rod Stewart,You're In My Heart,RVTR874360,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR874360); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Beyonce - Why Don't You Love Me_.mp4,Beyonce,Why Don't You Love Me?,RVTR197703,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR197703); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Aerosmith - Baby, Please Don't Go.mp4",Aerosmith,"Baby, Please Don't Go",RVTR133526,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR133526); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Prince - I Would Die 4 U (Live 1984).mp4,Prince,I Would Die 4 U (Live 1984),RVTR145972,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR145972); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Lil Huddy - America's Sweetheart.mp4,Lil Huddy,America's Sweetheart,RVTR627520,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR627520); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Elvis Presley - That's All Right.mp4,Elvis Presley,That's All Right,RVTR650659,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR650659); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rihanna f._Drake - What's My Name.mp4,Rihanna f./Drake,What's My Name,RVTR399698,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR399698); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - I'm A Loser And Boys.mp4,The Beatles,I'm A Loser And Boys,RVTR192079,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR192079); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Spandau Ballet - I'll Fly For You.mp4,Spandau Ballet,I'll Fly For You,RVTR683852,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR683852); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Lynyrd Skynyrd - Tuesday's Gone.mp4,Lynyrd Skynyrd,Tuesday's Gone,RVTR547603,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR547603); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Eric Carmen - Hungry Eyes (Clips).mp4,Eric Carmen,Hungry Eyes (Clips),RVTR729669,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR729669); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/AC_DC - It's a Long Way to the Top.mp4,AC/DC,It's a Long Way to the Top,RVTR306382,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR306382); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Leonard Cohen - So Long, Marianne.mp4",Leonard Cohen,"So Long, Marianne",RVTR659846,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR659846); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bob Marley & The Wailers - Jammin'.mp4,Bob Marley,Jammin',RVTR959139,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR959139); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Stevie Wonder - Isn't She Lovely.mp4,Stevie Wonder,Isn't She Lovely,RVTR899147,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR899147); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Tome Browne - Funkin' for Jamaica.mp4,Tome Browne,Funkin' for Jamaica,RVTR111782,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR111782); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/The Crew Cuts - Sh-Boom (Cry Baby).mp4,The Crew Cuts,Sh-Boom (Cry Baby),RVTR990695,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR990695); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Geri Halliwell - It's Raining Men.mp4,Geri Halliwell,It's Raining Men,RVTR145653,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR145653); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Justin Timberlake - I'm Lovin' It.mp4,Justin Timberlake,I'm Lovin' It,RVTR962684,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR962684); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/George Strait - Cross My Heart, I.mp4",George Strait,"Cross My Heart, I",RVTR928137,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR928137); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lynyrd Skynyrd - Simple Man (2015).mp4,Lynyrd Skynyrd,Simple Man (2015),RVTR487932,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR487932); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Black Eyed Peas - That's The Joint.mp4,Black Eyed Peas,That's The Joint,RVTR038080,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR038080); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/My Chemical Romance - I'm Not Okay.mp4,My Chemical Romance,I'm Not Okay,RVTR927103,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR927103); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/White Zombie - I'm Your Boogieman.mp4,White Zombie,I'm Your Boogieman,RVTR503727,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR503727); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Shaun Cassidy - That's Rock & Roll.mp4,Shaun Cassidy,That's Rock & Roll,RVTR067091,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR528342); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Clay Walker - i Don't Want to Know.mp4,Clay Walker,i Don't Want to Know,RVTR639273,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR639273); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/REO Speedwagon - 157 Riverside Ave.mp4,REO Speedwagon,157 Riverside Ave.,RVTR334687,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR334687); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Garth Brooks - Thunder Rolls, The.mp4",Garth Brooks,"Thunder Rolls, The",RVTR464944,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR464944); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Rembrandts - I'll Be There For You.mp4,Rembrandts,I'll Be There For You,RVTR677225,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR677225); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Sierra Ferrell - Don't Let Me Down.mp4,Sierra Ferrell,Don't Let Me Down,RVTR662129,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR662129); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Steve Miller Band - Rockin Me (1976).mp4,Steve Miller Band,Rockin Me (1976),RVTR641128,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR641128); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rod Stewart - Tonight's The Night.mp4,Rod Stewart,Tonight's The Night,RVTR748195,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR748195); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/The Rolling Stones - I'm a King Bee.mp4,The Rolling Stones,I'm a King Bee,RVTR596597,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR596597); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Interpol - Heinrich Maneuver, The.mp4",Interpol,"Heinrich Maneuver, The",RVTR330896,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR330896); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Diana King - Say A Little Prayer, I.mp4",Diana King,"Say A Little Prayer, I",RVTR816757,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR816757); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Carole King - I Feel the Earth Move.mp4,Carole King,I Feel the Earth Move (James Taylor),RVTR386466,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR386466); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/The Gaslight Anthem - The '59 Sound.mp4,The Gaslight Anthem,The '59 Sound,RVTR200193,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR200193); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Mariah Carey - Can't Take That Away.mp4,Mariah Carey,Can't Take That Away,RVTR099985,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR099985); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Johnny Cash - I've Been Everywhere.mp4,Johnny Cash,I've Been Everywhere,RVTR627617,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR627617); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Whitney Houston - I'm Every Woman.mp4,Whitney Houston,I'm Every Woman,RVTR736990,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR736990); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Osborne Brothers - Rocky Top (1967).mp4,Osborne Brothers,Rocky Top (1967),RVTR096964,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR096964); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Cranberries - When You're Gone.mp4,The Cranberries,When You're Gone,RVTR555553,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR555553); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Grease - You're The One That I Want.mp4,Grease,You're The One That I Want,RVTR369590,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR369590); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Young Jeezy f._Lil Wayne - Ballin'.mp4,Young Jeezy f./Lil Wayne,Ballin',RVTR926487,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR926487); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Janet Jackson - Any Time, Any Place.mp4",Janet Jackson,"Any Time, Any Place",RVTR321800,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR321800); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Gene Simmons - I'm The Firestarter.mp4,Gene Simmons,I'm The Firestarter,RVTR676011,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR676011); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Daryl Hall & John Oates - She's Gone.mp4,Daryl Hall & John Oates,She's Gone,RVTR597363,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR597363); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Four Tops - I Can't Help Myself.mp4,The Four Tops,I Can't Help Myself,RVTR288743,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR288743); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/The Flaming Lips - Do You Realize_.mp4,The Flaming Lips,Do You Realize?,RVTR633758,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR633758); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Dwight Yoakam - Guitars, Cadillacs.mp4",Dwight Yoakam,"Guitars, Cadillacs",RVTR899332,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR899332); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Gary Glitter - Baby Please Don't Go.mp4,Gary Glitter,Baby Please Don't Go,RVTR848978,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR848978); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Primus - Wynona's Big Brown Beaver.mp4,Primus,Wynona's Big Brown Beaver,RVTR662096,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR662096); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Kelly Marie - Feels Like I'm In Love.mp4,Kelly Marie,Feels Like I'm In Love,RVTR381985,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR381985); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Police - Can't Stand Losing You.mp4,The Police,Can't Stand Losing You,RVTR202406,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR202406); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Meat Loaf - I'd Do Anything For Love.mp4,Meat Loaf,I'd Do Anything For Love,RVTR604800,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR604800); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rupert Hine - Surface Tension (1981).mp4,Rupert Hine,Surface Tension (1981),RVTR391706,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR391706); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Rod Stewart - Do Ya Think I m Sexy_.mp4,Rod Stewart,Do Ya Think I m Sexy?,RVTR126612,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR126612); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Mike Furber - You're Back Again (1966).mp4,Mike Furber,You're Back Again (1966),RVTR743410,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR743410); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Elton John - Sad Songs (Say So Much).mp4,Elton John,Sad Songs (Say So Much),RVTR272661,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR272661); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Peter Paul Mary - Don't Think Twice.mp4,Peter Paul Mary,Don't Think Twice,RVTR392059,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR392059); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Bebe Rexha - You Can't Stop The Girl.mp4,Bebe Rexha,You Can't Stop The Girl,RVTR324933,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR324933); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/James Brown - I Got You (I Feel Good).mp4,James Brown,I Got You (I Feel Good),RVTR654376,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR654376); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Depeche Mode - Just Can't Get Enough.mp4,Depeche Mode,Just Can't Get Enough,RVTR378007,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR378007); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Portugal. The Man - What, Me Worry_.mp4",Portugal. The Man,"What, Me Worry?",RVTR623825,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR623825); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Avril Lavigne - Best Damn Thing, The.mp4",Avril Lavigne,"Best Damn Thing, The",RVTR716345,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR716345); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Keith Urban - One Too Many With p!nk.mp4,Keith Urban,One Too Many With p!nk,RVTR884944,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR884944); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Stetsasonic - Talkin' All That Jazz.mp4,Stetsasonic,Talkin' All That Jazz,RVTR006940,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR006940); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Jagged Edge F.Run - Let's Get Married.mp4,Jagged Edge F.Run,Let's Get Married,RVTR444271,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR444271); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Big Mountain - Baby, I Love Your Way.mp4",Big Mountain,"Baby, I Love Your Way",RVTR579908,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR579908); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Pete Escovedo - Let's Stay Together.mp4,Pete Escovedo,Let's Stay Together,RVTR965716,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR965716); deterministic filename/tag noise.,true
