rvtr,song_title,artist,current_album_relationships,proposed_primary_album,album_id,rval,position,slot_title,evidence,conflict_flags,bucket,final_confidence,write_recommendation
"RVTR555363","Ruff Ryders' Anthem","dmx","none","It's Dark And Hell Is Hot","30277","RVAL768782","2","Ruff Ryders Anthem","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR556998","Lil' Devil","The Cult","none","Electric","42469","RVAL867636","3","Lil' Devil","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1987","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR557963","I Loves You Porgy","nina simone","none","Nina Simone In Concert","38345","RVAL650812","1","I Loves You Porgy","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964; chart year 1959; chart/album year delta 5","chart_album_year_delta_5","D_live_recording","0.8","remain_unresolved"
"RVTR559909","Shoo Be Doo Be Doo Da Day","stevie wonder","none","For Once In My Life","26797","RVAL852276","2","Shoo‐Be‐Doo‐Be‐Doo‐Da‐Day","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1969","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR560742","Say Say Say","michael jackson","none","Greatest Hits: HIStory -- Volume 1","39813","RVAL730820","2","Say, Say, Say","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR563397","Truly Madly Deeply","cascada","none","Everytime We Touch","24411","RVAL794996","6","Truly, Madly, Deeply","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR563866","Its Only Love","simply red","none","A New Flame","24031","RVAL370918","1","It’s Only Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR566161","I Cant Make You Love Me","bonnie raitt","none","The Best Of Bonnie Raitt On Capitol 1989-2003","33045","RVAL374521","6","I Can’t Make You Love Me","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2003","normalized_title_mismatch; missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR571122","Mudfootball For Moe Lerner","jack johnson","none","Brushfire Fairytales","30081","RVAL563499","10","Mudfootball (For Moe Lerner)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR578312","Do You Know The Ping Pong Song","enrique iglesias","none","Insomniac","40315","RVAL475014","3","Do You Know? (The Ping Pong Song)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR579276","Fishin' In The Dark","nitty gritty dirt band","none","The Dirt Band","38653","RVAL257522","4","Fishin' In The Dark","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR579908","Baby I Love Your Way","big mountain","none","Unity","22055","RVAL938614","7","Baby, I Love Your Way","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1994","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR580436","Everybodys Trying To Be My Baby","The Beatles","none","Live At The Hollywood Bowl","41415","RVAL476531","4","Everybody’s Trying To Be My Baby","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2016","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR580736","The Girls' Song","The 5th Dimension","none","The Magic Garden","43148","RVAL915588","8","The Girl’s Song","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968; chart year 1970; chart/album year delta 2","","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR582584","Livin' It Up","limp bizkit","none","Chocolate Starfish And The Hot Dog Flavored Water","26190","RVAL440866","7","Livin’ It Up","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2000","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR589518","Harder Better Faster Stronger","daft punk","none","Discovery","41132","RVAL980409","4","Harder, Better, Faster, Stronger","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR597181","Makin' Whoopee","ray charles","none","A Man And His Soul","37674","RVAL913649","6","Makin’ Whoopee","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1967; chart year 1964; chart/album year delta 3","chart_album_year_delta_3","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR597944","Playin' With Fire","lita ford","none","Dangerous Curves","27029","RVAL018393","5","Playin’ With Fire","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1991","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR608306","Time Bomb","all time low","none","Dirty Work","33778","RVAL733968","5","Time‐Bomb","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR610080","Rockin","kurtis blow","none","Deuce","27416","RVAL118229","7","Rockin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1981","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR611655","Dont Worry Be Happy","bobby mcferrin","none","Simple Pleasures","32000","RVAL885059","1","Don’t Worry, Be Happy","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1988","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR619452","Ex Girlfriend","no doubt","none","Return Of Saturn","39379","RVAL404123","1","Ex‐Girlfriend","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2000","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR621741","Little More You","little big town","none","The Road To Here","25824","RVAL561368","6","A Little More You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2005","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR624060","Kokomo","beach boys","none","Still Cruisin'","42884","RVAL026591","5","Kokomo","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR625505","The Payback Part 1","james brown","none","Get On Up: The James Brown Story (Soundtrack)","33236","RVAL912259","2","The Payback - Part 1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2014","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR626267","When Its Love","van halen","none","Live: Right Here, Right Now","27530","RVAL053383","3","When It’s Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1993","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR626798","Dont Be Cruel","cheap trick","none","Lap Of Luxury","35765","RVAL752548","6","Don’t Be Cruel","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1988","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR628948","25 8","mary j. blige","none","My Life II...The Journey Continues (Act 1)","25414","RVAL417231","6","25/8","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR630976","Breakin' Dishes","rihanna","none","Good Girl Gone Bad","40803","RVAL125625","4","Breakin’ Dishes","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007; chart year 2025; chart/album year delta 18","chart_album_year_delta_18","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR641910","Little Less Sixteen Candles A Little More 'Touch Me' A","fall out boy","none","Believers Never Die: Greatest Hits","23035","RVAL814694","8","A Little Less Sixteen Candles, A Little More ""Touch Me""","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2009","normalized_title_mismatch; missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR642456","El Condor Pasa If I Could","paul simon","none","Paul Simon In Concert/Live Rhymin'","30501","RVAL756822","10","El Condor Pasa (If I Could)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR645728","Be Mine","robyn","none","Robyn","29715","RVAL742493","5","Be Mine!","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR646280","Takin' Off This Pain","ashton shepherd","none","Sounds So Good","35377","RVAL552076","1","Takin' Off This Pain","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR652465","Come On Over All I Want Is You","christina aguilera","none","Christina Aguilera","24785","RVAL691737","5","Come On Over (All I Want Is You)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR654977","Foolin' Around","buck owens","none","The Best Of Buck Owens","28107","RVAL188378","2","Foolin’ Around","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR662101","Today","smashing pumpkins","none","{Rotten Apples} Greatest Hits","42823","RVAL053870","5","Today","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year; artist_display_differs_from_canonical_row","B_compilation_only","0.8","remain_unresolved"
"RVTR663382","What This World Needs Is A Few More Rednecks","The Charlie Daniels Band","none","Simple Man","42003","RVAL026594","1","(What This World Needs Is) A Few More Rednecks","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR666636","Blue Blue Day","don gibson","none","I Wrote A Song...","26288","RVAL704066","4","Blue, Blue Day","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1963; chart year 1958; chart/album year delta 5","chart_album_year_delta_5","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR674679","In A Gadda Da Vida","iron butterfly","none","In-A-Gadda-Da-Vida","27321","RVAL291360","6","In‐A‐Gadda‐Da‐Vida","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR676573","Born Slippy","underworld","none","Everything Everything","25374","RVAL804872","9","Born Slippy NUXX","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2000","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR678438","The Remedy I Wont Worry","jason mraz","none","Waiting For My Rocket To Come","32039","RVAL797621","3","The Remedy (I Won’t Worry)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR683356","Rodeo","lil nas x","none","7","43489","RVAL000081","5","Rodeo","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2019","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR685969","Dear Mr Fantasy","traffic","none","Heavy Traffic","37714","RVAL620474","1","Dear Mr. Fantasy","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR690163","Savin' Me","nickelback","none","The Best Of Nickelback: Volume 1","39273","RVAL956075","5","Savin’ Me","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR696237","After All (Love Theme From ""Chances Are"")","cher","none","If I Could Turn Back Time -- Cher's Greatest Hits","33009","RVAL110466","4","After All (Love Theme From Chances Are)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999; chart year 1989; chart/album year delta 10","chart_album_year_delta_10","B_compilation_only","0.8","remain_unresolved"
"RVTR697350","Vertigo Relight My Fire","dan hartman","none","Relight My Fire","25923","RVAL687351","3","Vertigo / Relight My Fire","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR717803","Drinkin' Me Lonely","chris young","none","Chris Young","31487","RVAL938677","3","Drinkin' Me Lonely","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR719538","The Lost","jelly roll","none","Whitsitt Chapel","43473","RVAL000012","3","The Lost","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2023","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR720485","The Love You Save","The Jackson 5","none","The Best Of The Jackson 5: 20th Century Masters: The Christmas Collection","33421","RVAL768273","7","The Love You Save","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2017","missing_chart_year; artist_display_differs_from_canonical_row","B_compilation_only","0.8","remain_unresolved"
"RVTR725418","Jive Talkin'","bee gees","none","The Ultimate Bee Gees","24118","RVAL717620","3","Jive Talkin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR725421","Is It Like Today","world party","none","Bang!","40828","RVAL736698","2","Is It Like Today?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1993","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR728209","So What","far*east movement","none","Free Wired","37401","RVAL708833","6","So What?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR733256","I","kendrick lamar","none","Section.80","30483","RVAL806885","3","A.D.H.D","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2011; chart year 2014; chart/album year delta 3","normalized_title_mismatch; chart_album_year_delta_3","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR747683","Oh What It Seemed To Be","frank sinatra","none","A Man And His Music","38112","RVAL129030","25","Oh! What It Seemed To Be","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1965","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR753990","Doin' What She Likes","blake shelton","none","Reloaded: 20 #1 Hits","21761","RVAL042133","5","Doin’ What She Likes","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2015","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR754511","A M","chris young","none","A.M.","31486","RVAL580326","5","A.M.","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR755469","Future Lovers I Feel Love","madonna","none","The Confessions Tour","24931","RVAL478207","1","Future Lovers / I Feel Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR757395","Val Hala","elton john","none","Empty Sky","37618","RVAL558913","2","Val-Hala","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR758817","Oh Look At Me Now","frank sinatra","none","Classic Sinatra: His Great Performances 1953 - 1960","38115","RVAL861566","7","Oh! Look At Me Now","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR763404","Long Long Day","paul simon","none","One Trick Pony","30499","RVAL506035","10","Long, Long Day","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR763564","My Love Forgive Me","robert goulet","none","My Love Forgive Me","35413","RVAL057362","3","My Love, Forgive Me","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR769027","Blowin' In The Wind","bob dylan","none","Bob Dylan Live 1966: The `Royal Albert Hall' Concert","33679","RVAL297324","9","Blowin' In The Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR772342","Livin It Up","ja rule","none","Pain Is Love","38745","RVAL564838","3","Livin’ It Up","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR772356","Poison","prodigy","none","Music For The Jilted Generation","41169","RVAL037674","8","Poison","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR773689","Is She Really Going Out With Him","sugar ray","none","In The Pursuit Of Leisure","40329","RVAL467810","2","Is She Really Going Out With Him?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR774184","Rabbit Heart Raise It Up","florence + the machine","none","Lungs","22667","RVAL250881","2","Rabbit Heart (Raise It Up)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR779663","Christmas Rappin'","kurtis blow","none","Kurtis Blow","27419","RVAL212385","1","Christmas Rappin'","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR783931","Nobodys Fool","kenny loggins","none","Back To Avalon","24042","RVAL667828","1","Nobody's Fool","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1988","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR793110","Part Of Me Part Of You","glenn frey","none","Solo Collection","30477","RVAL152908","11","Part Of Me Part Of You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2016; chart year 1991; chart/album year delta 25","chart_album_year_delta_25","B_compilation_only","0.8","remain_unresolved"
"RVTR794859","Your'Re So Static","elton john","none","Caribou","37612","RVAL836560","6","You're So Static","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1974","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR797458","I Shall Be Released Finale","The Band","none","The Last Waltz (Soundtrack)","41661","RVAL221909","6","I Shall Be Released (Finale)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR802013","Big Girl You Are Beautiful","mika","none","Life In Cartoon Motion","27388","RVAL554283","8","Big Girl (You Are Beautiful)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR802185","Dreamin'","cliff richard","none","I'm No Hero","23982","RVAL861991","8","Dreamin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR802939","Drama","erasure","none","Wild!","35313","RVAL150763","3","Drama!","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR809910","Bustin' Out","rick james","none","Reflections","33579","RVAL341090","5","Bustin’ Out","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1984; chart year 1979; chart/album year delta 5","chart_album_year_delta_5","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR811142","Let Em In","wings","none","Wings Greatest","26914","RVAL418086","9","Let ’Em In","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR812270","Show Me Love America","The Wanted","none","Word Of Mouth","42977","RVAL747932","5","Show Me Love (America)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR819649","Dont Go Away","oasis","none","Be Here Now","28906","RVAL447934","8","Don’t Go Away","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1997","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR820243","You Are My World","communards","none","The Communards","42936","RVAL582247","11","You Are My World","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1986","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR820649","Are You In","incubus","none","HQ Live","28012","RVAL611648","6","Are You In?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2012","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR822229","If I Were A Carpenter","leon russell","none","Best Of Leon","21961","RVAL388794","4","If I Were A Carpenter","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1976; chart year 1974; chart/album year delta 2","","B_compilation_only","0.8","remain_unresolved"
"RVTR825291","Babys In Black","The Beatles","none","Live At The Hollywood Bowl","41415","RVAL476531","13","Baby's In Black","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2016","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR827656","Read My Lips Enough Is Enough","jimmy somerville","none","Read My Lips","25691","RVAL859291","7","Read My Lips (Enough Is Enough)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1990","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR842758","Old 67","elton john","none","The Captain & The Kid","37641","RVAL995169","9","Old '67","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR842985","Can'T We Try","teddy pendergrass","none","You And I","23980","RVAL809116","5","Can We Try","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1997; chart year 1980; chart/album year delta 17","normalized_title_mismatch; chart_album_year_delta_17","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR843673","Wanna Be Startin' Somethin'","michael jackson","none","Thriller","39831","RVAL586982","1","Wanna Be Startin’ Somethin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR852249","Everybody Knows About My Good Thing Pt 1","little johnny taylor","none","Little Johnny Taylor","35462","RVAL746040","11","Everybody Knows About My Good Thing Pt 1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1963; chart year 1971; chart/album year delta 8","chart_album_year_delta_8","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR852404","Couldve Been","tiffany","none","Tiffany","31933","RVAL517351","10","Could’ve Been","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1987","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR853389","Pissin' In The Wind","jerry jeff walker","none","The Best Of Jerry Jeff Walker","39535","RVAL171054","11","Pissin' In The Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
